111123,214,1,0,1
111124,229,0,1,1
111117,231,0,0,0
111144,232,1,0,0
111140,209,0,1,0
111117,212,1,1,0
111141,229,1,0,0
111136,211,1,0,0
111141,218,1,1,1
111126,232,0,1,0
111134,226,1,1,1
111139,249,0,0,0
111129,203,0,0,1
111124,204,0,1,0
111133,208,1,1,0
111117,211,0,0,0
111143,217,1,1,1
111134,228,1,0,0
111127,202,0,0,1
111124,240,0,1,1
111127,210,0,0,1
111141,208,1,0,1
111134,249,1,0,0
111110,236,1,0,0
111148,236,1,1,1
111141,250,1,0,1
111113,227,1,1,0
111141,245,1,1,0
111113,222,0,1,0
111113,203,1,0,1
111135,207,0,0,1
111131,241,0,1,1
111112,230,0,0,0
111113,246,1,0,0
111130,250,1,1,0
111148,231,1,1,1
111146,240,0,1,0
111120,219,1,1,1
111121,250,0,1,0
111112,240,1,1,1
111116,240,0,0,0
111111,229,0,0,1
111149,238,0,1,1
111128,238,0,0,1
111114,235,0,0,1
111133,237,0,1,1
111116,243,0,0,1
111126,203,0,1,0
111122,225,1,0,0
111123,235,1,0,0
111128,236,0,0,1
111112,235,0,1,1
111147,223,1,0,1
111148,246,1,0,1
111131,230,0,0,1
111135,220,0,0,0
111145,215,1,0,0
111144,207,0,0,0
111122,222,0,0,1
111116,244,0,0,1
111138,248,1,0,1
111122,249,0,0,1
111141,206,0,0,1
111140,239,1,1,0
111140,226,0,0,1
111110,203,1,0,1
111132,237,1,0,0
111128,201,1,0,1
111136,212,0,0,0
111119,231,1,1,1
111139,235,1,1,1
111122,230,0,1,0
111140,224,1,0,1
111128,247,1,1,1
111134,245,1,0,1
111124,240,1,1,1
111147,231,0,0,0
111113,220,1,1,1
111135,217,1,1,1
111144,238,0,1,1
111148,238,1,1,1
111145,247,0,0,1
111129,216,0,1,0
111146,201,1,1,0
111141,208,1,1,0
111127,219,0,0,0
111145,209,0,0,0
111137,248,1,0,1
111150,213,1,0,1
111125,203,0,1,0
111131,226,1,1,1
111120,216,0,1,1
111146,205,1,1,0
111125,216,0,0,1
111110,241,1,1,0
111148,216,0,0,0
111118,238,1,1,0
111134,216,1,0,0
111142,221,1,1,0
111110,248,0,1,1
111132,212,1,1,1
111150,243,0,0,0
111116,239,1,0,0
111124,210,1,0,1
111140,204,1,0,0
111134,207,1,1,0
111128,234,0,0,0
111146,214,1,1,0
111112,216,0,0,1
111119,234,0,1,1
111144,249,1,0,1
111121,225,1,0,1
111116,218,1,0,0
111117,206,1,1,0
111130,223,0,1,0
111136,202,0,1,0
111125,219,0,0,1
111150,250,0,0,1
111126,233,0,0,0
111115,204,0,0,1
111115,239,0,0,0
111120,211,0,1,1
111148,231,1,0,1
111150,216,0,1,1
111112,205,0,1,0
111145,245,1,0,0
111122,242,0,0,1
111114,218,1,1,0
111120,241,0,1,0
111119,227,1,1,1
111142,230,0,0,1
111120,204,1,0,1
111123,242,0,1,1
111113,207,0,0,1
111113,244,1,1,0
111150,224,1,1,1
111119,203,0,1,0
111136,242,0,1,0
111112,209,0,0,1
111148,218,0,0,1
111149,240,0,1,0
111140,235,1,1,1
111127,212,1,0,1
111112,212,0,0,0
111131,241,1,0,1
111140,240,0,0,1
111147,249,0,1,0
111147,239,1,1,1
111112,234,1,0,0
111145,240,1,0,1
111127,236,0,1,1
111148,230,0,0,0
111142,212,0,0,1
111113,227,1,0,0
111139,228,0,0,1
111143,246,0,1,0
111114,234,0,0,0
111128,232,0,1,1
111142,227,0,1,0
111128,200,1,0,0
111121,243,1,0,0
111112,236,1,1,0
111120,210,1,1,0
111117,221,0,0,1
111140,230,1,1,1
111121,248,0,1,1
111149,227,1,1,0
111149,227,1,0,1
111111,218,1,1,1
111141,228,1,1,1
111142,245,0,1,0
111133,213,0,0,1
111118,221,1,0,0
111150,238,1,1,1
111110,242,1,0,1
111150,201,1,1,0
111149,219,0,0,0
111113,220,1,1,1
111126,250,0,1,1
111143,221,1,1,1
111127,247,1,1,1
111148,211,0,0,1
111113,242,0,1,0
111137,245,0,1,0
111141,227,1,0,0
111135,239,1,1,1
111115,244,1,0,0
111112,230,0,1,0
111116,235,0,1,0
111144,242,1,1,1
111133,238,0,1,1
111134,224,0,0,1
111113,229,0,1,1
111132,241,1,1,0
111130,203,0,1,1
111122,211,0,0,0
111128,250,0,1,1
111116,226,0,1,0
111120,234,1,1,1
111117,239,0,0,1
111110,203,0,0,0
111120,247,0,0,1
111133,207,0,0,1
111125,231,1,1,1
111148,216,1,0,0
111131,248,0,1,0
111124,246,0,1,0
111125,213,1,0,0
111119,230,1,0,1
111144,232,1,1,1
111139,203,1,1,0
111150,246,1,1,0
111113,221,0,1,1
111110,213,0,1,1
111150,215,1,0,1
111130,239,1,0,1
111142,218,1,1,0
111134,212,0,0,0
111139,243,0,0,1
111147,221,1,0,1
111129,203,0,0,0
111145,222,1,1,1
111129,233,1,0,0
111135,205,1,0,0
111113,230,0,1,1
111143,238,0,0,1
111143,243,1,0,0
111126,215,0,1,1
111125,206,1,0,1
111114,227,0,1,1
111136,215,1,1,0
111123,220,1,0,0
111125,235,0,1,0
111148,200,1,0,1
111138,240,1,1,1
111143,244,1,0,1
111126,236,1,0,0
111143,212,1,0,1
111147,236,0,0,0
111125,226,0,1,0
111136,214,1,0,1
111146,208,1,0,1
111146,235,1,1,1
111144,240,0,1,1
111125,203,0,1,1
111125,230,0,0,0
111110,232,1,1,1
111121,222,0,0,1
111139,200,0,0,1
111134,242,1,0,1
111143,243,1,0,0
111122,201,1,0,1
111141,240,0,1,0
111148,237,1,1,1
111123,250,0,1,0
111140,236,1,1,1
111129,249,1,0,1
111131,231,0,0,1
111124,201,1,1,0
111124,223,0,1,1
111117,233,0,0,1
111133,208,0,0,1
111131,227,0,1,1
111133,245,1,1,1
111126,218,0,1,0
111141,241,1,0,1
111150,203,0,1,0
111150,210,0,1,0
111143,237,0,0,0
111123,236,1,1,0
111139,217,0,1,0
111137,225,0,1,0
111110,229,1,1,1
111139,223,1,1,1
111140,249,0,0,1
111110,213,1,0,1
111138,200,0,1,1
111138,215,0,0,1
111127,208,1,1,0
111110,236,0,0,0
111140,218,1,0,0
111124,209,1,0,1
111122,242,0,1,0
111125,205,1,0,0
111131,221,1,1,1
111132,208,1,0,1
111121,225,1,0,0
111139,206,1,0,1
111110,242,0,1,1
111148,215,0,0,0
111118,217,1,0,0
111122,210,0,0,1
111112,245,0,1,0
111127,204,1,0,1
111135,247,0,0,0
111135,202,1,1,1
111123,222,0,1,1
111137,208,0,1,0
111115,241,1,1,1
111128,226,0,1,0
111125,220,1,1,0
111137,250,1,0,1
111117,244,0,0,0
111117,206,0,0,1
111150,221,1,0,0
111116,249,1,1,0
111129,233,1,0,1
111118,232,0,1,0
111140,220,1,1,1
111111,231,0,0,1
111118,248,1,0,0
111129,228,1,1,0
111146,200,0,0,0
111119,206,1,0,1
111133,204,1,1,1
111110,203,0,1,1
111140,224,0,0,0
111125,225,1,0,0
111127,231,0,0,1
111119,201,1,0,1
111142,226,0,1,1
111117,209,0,0,1
111137,218,1,1,0
111110,237,1,1,1
111135,216,1,0,1
111140,203,1,0,0
111110,243,0,1,1
111111,250,0,0,0
111129,218,1,0,1
111134,244,1,1,0
111123,241,0,0,0
111131,235,0,0,1
111134,243,0,1,0
111120,200,0,0,0
111134,230,1,0,1
111123,205,0,0,0
111124,207,0,0,1
111121,227,1,0,1
111135,216,0,0,0
111114,242,0,0,1
111119,221,1,1,1
111118,249,1,1,0
111135,243,0,0,0
111113,245,1,0,1
111149,236,1,1,0
111149,221,1,0,1
111143,215,0,1,1
111132,248,1,1,1
111145,228,1,0,0
111119,205,1,0,0
111142,222,1,0,0
111138,201,1,0,1
111123,243,0,0,1
111144,210,0,0,1
111144,215,1,0,1
111128,209,0,0,0
111123,210,0,0,0
111138,226,1,0,1
111125,214,1,1,0
111139,232,0,1,1
111142,236,0,0,0
111110,245,1,0,0
111112,225,0,1,1
111137,209,0,0,0
111148,240,1,0,1
111149,202,1,1,0
111130,232,0,0,1
111117,227,0,0,0
111150,219,1,1,1
111133,200,0,0,1
111120,243,0,1,1
111140,217,0,1,1
111137,233,0,1,1
111124,213,0,0,1
111113,201,0,1,0
111117,226,1,0,1
111125,210,1,1,1
111134,236,0,0,0
111129,244,0,0,0
111150,229,0,0,1
111111,213,0,1,1
111132,237,0,0,0
111129,241,0,0,0
111113,250,1,1,1
111150,229,1,1,1
111137,207,0,0,1
111125,207,1,0,1
111139,205,0,1,0
111146,226,0,1,1
111145,227,0,0,0
111125,243,0,1,1
111140,213,0,0,1
111125,227,0,0,1
111128,204,0,0,1
111126,242,0,0,0
111117,241,1,0,0
111133,217,1,1,0
111117,247,1,0,0
111133,238,0,1,0
111120,246,0,0,0
111134,210,1,0,0
111125,210,0,1,1
111126,207,1,1,1
111145,209,0,0,0
111137,228,1,1,0
111140,226,1,0,1
111117,221,0,1,1
111123,223,0,0,1
111137,200,0,1,1
111143,239,0,1,1
111148,219,1,0,0
111116,249,1,0,1
111128,229,1,0,1
111110,208,1,1,1
111147,245,1,0,0
111121,228,0,1,0
111129,208,0,0,0
111140,204,0,0,0
111133,247,0,0,1
111117,208,1,1,0
111112,208,0,1,0
111132,250,0,0,0
111127,204,0,1,0
111122,224,1,0,1
111128,247,1,1,0
111121,250,1,0,1
111117,223,1,1,0
111116,238,0,1,0
111127,242,0,0,1
111114,228,0,1,1
111132,220,0,1,1
111115,213,0,0,1
111114,225,0,1,1
111133,249,0,1,1
111138,205,1,0,0
111138,220,1,1,0
111114,213,0,1,1
111147,230,0,1,1
111114,234,1,1,1
111149,219,1,0,1
111143,238,0,1,1
111122,244,1,1,1
111139,221,0,1,1
111129,202,0,0,0
111116,231,0,0,1
111129,228,1,1,1
111138,239,1,0,1
111131,202,1,0,1
111142,243,1,1,1
111137,212,1,1,1
111138,223,1,0,0
111141,207,0,1,0
111134,217,1,0,0
111132,249,0,0,0
111135,242,0,0,1
111113,211,1,1,0
111131,244,1,1,1
111150,243,1,0,1
111140,208,0,0,0
111137,244,1,0,0
111134,213,0,1,0
111120,230,1,1,0
111132,202,1,0,0
111143,236,1,1,0
111115,233,0,1,0
111126,232,1,1,0
111125,242,1,0,1
111113,229,1,0,1
111150,237,0,0,1
111148,214,1,0,1
111117,217,0,0,0
111124,221,1,0,0
111118,227,0,0,1
111134,230,0,0,0
111128,230,0,0,1
111130,225,0,1,1
111147,215,0,0,1
111150,231,0,0,1
111127,221,0,1,0
111110,223,1,1,0
111121,244,1,1,0
111118,201,0,1,1
111128,202,1,0,1
111139,207,0,1,0
111134,212,0,1,1
111115,229,0,0,1
111148,205,1,0,0
111141,217,1,1,0
111143,216,0,1,1
111125,202,1,1,0
111141,224,1,0,1
111116,211,1,0,0
111142,229,0,0,0
111115,226,1,0,0
111136,235,1,1,1
111144,200,1,0,1
111134,220,0,1,0
111142,235,1,1,1
111126,206,1,0,0
111135,237,1,1,1
111114,244,0,0,0
111113,231,0,1,0
111140,206,1,0,1
111142,208,0,0,0
111133,237,1,1,0
111110,239,1,1,1
111132,241,1,0,1
111119,249,1,0,1
111126,230,0,0,1
111124,219,0,1,1
111141,245,0,0,0
111112,244,0,0,0
111150,250,1,0,1
111110,210,0,0,0
111146,232,1,0,0
111124,206,1,1,0
111150,249,1,1,1
111118,233,0,1,0
111141,201,0,1,1
111141,200,1,1,1
111149,225,0,0,1
111122,232,1,0,0
111123,229,0,1,1
111117,244,1,0,1
111123,229,0,1,1
111126,241,1,0,0
111130,239,0,0,1
111110,230,1,0,1
111143,248,1,1,1
111136,232,0,1,0
111147,209,1,1,0
111115,220,1,0,1
111126,214,0,0,1
111130,221,1,1,0
111114,231,0,1,1
111146,248,1,0,1
111124,242,0,1,0
111143,233,0,1,1
111149,242,1,0,0
111123,224,1,0,0
111139,242,1,1,0
111136,247,0,1,0
111149,236,0,0,0
111117,245,0,0,1
111122,213,1,0,0
111139,226,0,0,0
111127,208,0,1,0
111118,227,0,1,0
111118,236,1,0,0
111141,209,0,0,0
111134,204,0,1,1
111124,238,1,0,0
111142,225,0,1,0
111128,209,0,0,0
111125,224,0,1,0
111125,248,1,0,0
111111,240,0,0,0
111112,225,1,0,0
111133,208,0,1,0
111117,239,1,1,1
111137,224,1,1,1
111136,205,1,0,1
111146,229,0,1,1
111131,249,1,1,1
111116,244,1,1,0
111129,205,1,1,1
111113,206,1,0,0
111122,214,1,0,1
111116,238,0,0,1
111147,219,1,0,0
111110,202,0,0,1
111135,203,0,1,1
111112,216,1,0,1
111114,233,1,1,0
111127,233,0,0,0
111135,231,1,1,1
111141,203,1,1,0
111117,220,1,1,0
111115,206,1,0,1
111132,219,0,0,0
111122,209,0,1,1
111137,227,1,1,1
111145,235,1,1,0
111144,228,0,1,0
111136,206,1,0,0
111129,244,0,1,1
111121,222,0,1,1
111132,246,1,0,0
111136,237,0,0,1
111148,245,0,1,1
111119,223,1,1,1
111125,207,1,1,0
111116,231,0,0,1
111111,219,1,1,0
111116,222,1,0,1
111138,217,1,1,0
111138,201,1,1,1
111135,236,1,0,0
111127,240,0,1,0
111138,235,1,0,1
111135,210,0,0,0
111123,239,1,0,1
111143,225,1,0,0
111111,235,0,1,1
111135,208,1,0,0
111127,226,0,0,0
111137,229,1,1,1
111150,229,0,1,0
111116,216,0,0,0
111115,203,0,0,0
111123,223,1,1,1
111141,219,1,1,0
111116,214,0,1,0
111129,213,1,1,1
111124,242,1,0,1
111117,213,0,1,1
111139,249,0,1,0
111124,242,0,1,1
111139,230,0,1,1
111116,203,1,1,0
111126,222,0,0,1
111133,226,1,1,0
111126,231,1,0,1
111115,216,1,1,1
111149,224,0,1,0
111145,246,1,0,1
111128,201,0,1,1
111145,237,0,1,0
111124,245,0,0,1
111132,212,1,1,0
111139,200,1,0,1
111140,235,1,0,0
111126,222,1,1,1
111126,207,1,1,1
111137,206,0,0,1
111132,226,1,1,1
111143,223,1,1,0
111147,237,0,1,0
111128,237,0,1,1
111125,208,0,0,1
111146,205,1,1,1
111144,237,1,1,1
111122,231,1,1,1
111128,226,0,0,1
111110,250,1,1,1
111140,250,1,0,1
111132,209,0,0,1
111139,204,1,0,1
111139,235,1,0,0
111110,236,0,0,0
111142,245,1,1,0
111113,221,0,1,0
111141,206,0,1,1
111113,222,0,0,0
111120,237,1,1,0
111113,242,1,0,1
111135,237,1,1,1
111129,213,1,0,0
111147,215,1,0,1
111149,238,0,1,1
111129,243,0,0,1
111134,213,0,0,0
111131,249,1,0,0
111139,201,0,0,0
111130,211,1,1,0
111145,235,0,1,0
111142,220,0,1,1
111132,206,0,1,0
111141,229,1,1,1
111123,227,1,0,1
111114,204,1,0,1
111128,206,1,0,1
111135,214,1,0,0
111121,207,0,0,1
111128,245,1,0,0
111127,234,0,0,1
111118,229,0,1,0
111127,229,0,1,0
111121,212,1,1,1
111119,235,1,1,0
111142,234,0,1,1
111118,228,0,1,1
